color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Douglas McGrath,80,132,41,1000,Anne Hathaway,16000,1309849,Drama|Romance,Charlie Hunnam,Nicholas Nickleby ,9395,29177,Jim Broadbent,1,boy|boys' school|death|friend|orphan,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,103,English,UK,PG,10000000,2002,11000,7.2,2.35,0
Color,Douglas McGrath,80,132,41,1000,Anne Hathaway,16000,1309849,Drama|Romance,Charlie Hunnam,Nicholas Nickleby ,9395,29177,Jim Broadbent,1,boy|boys' school|death|friend|orphan,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,103,English,UK,PG,10000000,2002,11000,7.2,2.35,0
Color,Doug Lefler,90,102,4,112,Nonso Anozie,14000,5932060,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion ,29285,14625,Owen Teale,0,5th century|boy|capri|roman legion|soldier,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,174,English,UK,PG-13,35000000,2007,394,5.4,2.35,0
Color,Doug Lefler,90,102,4,112,Nonso Anozie,14000,5932060,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion ,29285,14625,Owen Teale,0,5th century|boy|capri|roman legion|soldier,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,174,English,UK,PG-13,35000000,2007,394,5.4,2.35,0
Color,Doug Lefler,90,102,4,112,Nonso Anozie,14000,5932060,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion ,29285,14625,Owen Teale,0,5th century|boy|capri|roman legion|soldier,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,174,English,UK,PG-13,35000000,2007,394,5.4,2.35,0
Color,Elaine May,49,107,124,572,Warren Beatty,636,14375181,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,8692,3374,Isabelle Adjani,2,cia|emir|hotel|map|morocco,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126,English,USA,PG-13,51000000,1987,631,4.2,1.85,754
Color,Eric Bross,46,85,49,401,Tamala Jones,719,4356743,Comedy|Family|Romance,Jerry Stiller,On the Line ,3662,2446,Dave Foley,2,based on short film|chicago illinois|el train|love|train,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,79,English,USA,PG,16000000,2001,405,4.1,1.85,0
Color,Eric Bross,46,85,49,401,Tamala Jones,719,4356743,Comedy|Family|Romance,Jerry Stiller,On the Line ,3662,2446,Dave Foley,2,based on short film|chicago illinois|el train|love|train,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,79,English,USA,PG,16000000,2001,405,4.1,1.85,0
Color,Ethan Maniquis,391,105,20,844,Don Johnson,22000,26589953,Action|Crime|Thriller,Robert De Niro,Machete ,165792,26233,Cheech Marin,1,machete|mexican|mexico|priest|texas,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392,English,USA,R,10500000,2010,982,6.7,1.85,44000
Color,Ethan Maniquis,391,105,20,844,Don Johnson,22000,26589953,Action|Crime|Thriller,Robert De Niro,Machete ,165792,26233,Cheech Marin,1,machete|mexican|mexico|priest|texas,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392,English,USA,R,10500000,2010,982,6.7,1.85,44000
Color,Florent-Emilio Siri,152,113,17,759,Bruce Willis,87000,34636443,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,Hostage��,93790,103354,Ransford Doherty,0,california|hostage|hostage negotiator|organized crime|police,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288,English,USA,R,52000000,2005,13000,6.6,2.35,0
Color,Florent-Emilio Siri,152,113,17,759,Bruce Willis,87000,34636443,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,Hostage��,93790,103354,Ransford Doherty,0,california|hostage|hostage negotiator|organized crime|police,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288,English,USA,R,52000000,2005,13000,6.6,2.35,0
Color,François Girard,94,130,63,2,Clotilde Mollet,24,9473382,Drama|Music|Mystery|Romance,Johannes Silberschneider,The Red Violin ,26832,29,Carlo Cecchi,3,auction|montreal|secret|violin|violinist,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,247,French,Canada,R,10000000,1998,3,7.7,1.85,0
Color,François Girard,94,130,63,2,Clotilde Mollet,24,9473382,Drama|Music|Mystery|Romance,Johannes Silberschneider,The Red Violin ,26832,29,Carlo Cecchi,3,auction|montreal|secret|violin|violinist,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,247,French,Canada,R,10000000,1998,3,7.7,1.85,0
Color,Frank Coraci,173,117,153,734,Adam Sandler,35000,46280507,Comedy|Romance,Bella Thorne,Blended ,87165,49743,Joel McHale,0,blind date|children|date|daughter|son,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,184,English,USA,PG-13,40000000,2014,11000,6.5,1.85,12000
Color,Frank Oz,168,87,0,548,Ewen Bremner,22000,8579684,Comedy,Peter Dinklage,Death at a Funeral ,89547,24324,Kris Marshall,0,end credits roll call|four word title|funeral|secret|uncle,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,English,USA,R,9000000,2007,557,7.4,1.85,0
Color,Frank Oz,25,96,0,563,Vincent Kartheiser,1000,35617599,Drama|Family|Fantasy,Steve Coogan,The Indian in the Cupboard ,20688,2965,David Keith,1,best friend|birthday|boy|friend|magic,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,47,English,USA,PG,45000000,1995,845,5.9,1.85,0
Color,Garry Marshall,108,111,0,529,Hector Elizondo,11000,108244774,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,2,cinderella story|fish out of water|makeover|manners|princess,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301,English,USA,G,37000000,2001,995,6.2,1.85,0
Color,Garry Marshall,108,111,0,529,Hector Elizondo,11000,108244774,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,2,cinderella story|fish out of water|makeover|manners|princess,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301,English,USA,G,37000000,2001,995,6.2,1.85,0
Color,Garry Marshall,108,111,0,529,Hector Elizondo,11000,108244774,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,2,cinderella story|fish out of water|makeover|manners|princess,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301,English,USA,G,37000000,2001,995,6.2,1.85,0
Color,Garth Jennings,276,109,37,651,Kelly Macdonald,11000,51019112,Adventure|Comedy|Sci-Fi,Zooey Deschanel,The Hitchhiker's Guide to the Galaxy ,155745,14073,Thomas Lennon,0,alien|friend|galaxy|hyperspace|spaceship,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,1053,English,USA,PG,50000000,2005,2000,6.8,2.35,10000
Color,Gary Fleder,83,102,39,259,Mekhi Phifer,1000,6114237,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,19986,2664,Tim Guinee,4,alien|android|bomb|future|weapon,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207,English,USA,R,40000000,2001,1000,6.2,1.85,892
Color,George Hickenlooper,117,108,60,168,Eric Schweig,18000,1039869,Biography|Comedy|Crime|Drama,Kevin Spacey,Casino Jack ,14757,18739,Christian Campbell,5,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,51,English,Canada,R,15000000,2010,322,6.2,2.35,085
Color,George Hickenlooper,117,108,60,168,Eric Schweig,18000,1039869,Biography|Comedy|Crime|Drama,Kevin Spacey,Casino Jack ,14757,18739,Christian Campbell,5,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,51,English,Canada,R,15000000,2010,322,6.2,2.35,085
Color,George Nolfi,413,106,53,593,Michael Kelly,13000,62453315,Romance|Sci-Fi|Thriller,Matt Damon,The Adjustment Bureau ,200035,14607,Jon Stewart,2,love at first sight|obscene finger gesture|rain|teleportation|three word title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,PG-13,50200000,2011,963,7.1,1.85,36000
Color,George Nolfi,413,106,53,593,Michael Kelly,13000,62453315,Romance|Sci-Fi|Thriller,Matt Damon,The Adjustment Bureau ,200035,14607,Jon Stewart,2,love at first sight|obscene finger gesture|rain|teleportation|three word title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,PG-13,50200000,2011,963,7.1,1.85,36000
Color,George Nolfi,413,106,53,593,Michael Kelly,13000,62453315,Romance|Sci-Fi|Thriller,Matt Damon,The Adjustment Bureau ,200035,14607,Jon Stewart,2,love at first sight|obscene finger gesture|rain|teleportation|three word title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,PG-13,50200000,2011,963,7.1,1.85,36000
Color,Gil Kenan,190,91,27,925,Jon Heder,12000,73661010,Animation|Comedy|Family|Fantasy|Mystery,Steve Buscemi,Monster House��,71137,17299,Catherine O'Hara,0,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,English,USA,PG,75000000,2006,970,6.6,2.35,0
Color,Gil Kenan,190,91,27,925,Jon Heder,12000,73661010,Animation|Comedy|Family|Fantasy|Mystery,Steve Buscemi,Monster House��,71137,17299,Catherine O'Hara,0,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,English,USA,PG,75000000,2006,970,6.6,2.35,0
Color,Gillian Armstrong,28,132,44,241,Richard Roxburgh,1000,1508689,Drama|Romance,Tom Wilkinson,Oscar and Lucinda ,5648,2004,Clive Russell,2,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,50,English,USA,R,16000000,1997,653,6.7,2.35,329
Color,Gillian Armstrong,28,132,44,241,Richard Roxburgh,1000,1508689,Drama|Romance,Tom Wilkinson,Oscar and Lucinda ,5648,2004,Clive Russell,2,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,50,English,USA,R,16000000,1997,653,6.7,2.35,329
Color,Guy Ritchie,362,116,0,104,Elizabeth Debicki,15000,45434443,Action|Adventure|Comedy,Henry Cavill,The Man from U.N.C.L.E.��,175960,15735,Christian Berkel,2,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,English,USA,PG-13,75000000,2015,509,7.3,2.35,43000
Color,Guy Ritchie,71,89,0,119,Jeanne Tripplehorn,990,598645,Comedy|Romance,Bruce Greenwood,Swept Away ,13145,2006,David Thornton,0,island|sailor|storm|stranded|vacation,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,215,English,UK,R,10000000,2002,711,3.6,1.85,725
Color,Guy Ritchie,71,89,0,119,Jeanne Tripplehorn,990,598645,Comedy|Romance,Bruce Greenwood,Swept Away ,13145,2006,David Thornton,0,island|sailor|storm|stranded|vacation,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,215,English,UK,R,10000000,2002,711,3.6,1.85,725
Color,Guy Ritchie,362,116,0,104,Elizabeth Debicki,15000,45434443,Action|Adventure|Comedy,Henry Cavill,The Man from U.N.C.L.E.��,175960,15735,Christian Berkel,2,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,English,USA,PG-13,75000000,2015,509,7.3,2.35,43000
Color,Harold Ramis,145,103,11000,636,Chazz Palminteri,22000,106694016,Comedy|Crime,Robert De Niro,Analyze This ,123940,24333,Molly Shannon,2,analyst|mafia|patient|psychiatrist|wedding,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,337,English,USA,R,30000000,1999,979,6.7,1.85,0
Color,Harold Ramis,145,103,11000,636,Chazz Palminteri,22000,106694016,Comedy|Crime,Robert De Niro,Analyze This ,123940,24333,Molly Shannon,2,analyst|mafia|patient|psychiatrist|wedding,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,337,English,USA,R,30000000,1999,979,6.7,1.85,0
Color,Harold Ramis,145,103,11000,636,Chazz Palminteri,22000,106694016,Comedy|Crime,Robert De Niro,Analyze This ,123940,24333,Molly Shannon,2,analyst|mafia|patient|psychiatrist|wedding,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,337,English,USA,R,30000000,1999,979,6.7,1.85,0
Color,Henry Selick,74,93,253,637,Bridget Fonda,3000,5409517,Animation|Comedy|Fantasy,Brendan Fraser,Monkeybone��,14280,5580,Megan Mullally,0,carnival|coma|death|monkey|nightmare,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,English,USA,PG-13,75000000,2001,889,4.7,1.85,683
Color,Henry Selick,74,93,253,637,Bridget Fonda,3000,5409517,Animation|Comedy|Fantasy,Brendan Fraser,Monkeybone��,14280,5580,Megan Mullally,0,carnival|coma|death|monkey|nightmare,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,English,USA,PG-13,75000000,2001,889,4.7,1.85,683
Color,Hugh Wilson,50,103,37,452,Elizabeth Berkley,944,105444419,Comedy,Stockard Channing,The First Wives Club ,31817,3143,Stephen Collins,3,cult film|female therapist|revenge|revenge motive|therapy session,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,117,English,USA,PG,26000000,1996,893,6.2,1.85,0
Color,Hugh Wilson,50,103,37,452,Elizabeth Berkley,944,105444419,Comedy,Stockard Channing,The First Wives Club ,31817,3143,Stephen Collins,3,cult film|female therapist|revenge|revenge motive|therapy session,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,117,English,USA,PG,26000000,1996,893,6.2,1.85,0
Color,Hugh Wilson,50,103,37,452,Elizabeth Berkley,944,105444419,Comedy,Stockard Channing,The First Wives Club ,31817,3143,Stephen Collins,3,cult film|female therapist|revenge|revenge motive|therapy session,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,117,English,USA,PG,26000000,1996,893,6.2,1.85,0
Color,J.J. Abrams,539,112,14000,417,AJ Michalka,1000,126975169,Mystery|Sci-Fi|Thriller,Joel Courtney,Super 8 ,287822,3388,Zach Mills,0,deputy|group of friends|time|train|train crash,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,English,USA,PG-13,50000000,2011,560,7.1,2.35,37000
Color,J.J. Abrams,539,112,14000,417,AJ Michalka,1000,126975169,Mystery|Sci-Fi|Thriller,Joel Courtney,Super 8 ,287822,3388,Zach Mills,0,deputy|group of friends|time|train|train crash,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,English,USA,PG-13,50000000,2011,560,7.1,2.35,37000
Color,J.J. Abrams,539,112,14000,417,AJ Michalka,1000,126975169,Mystery|Sci-Fi|Thriller,Joel Courtney,Super 8 ,287822,3388,Zach Mills,0,deputy|group of friends|time|train|train crash,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,English,USA,PG-13,50000000,2011,560,7.1,2.35,37000
Color,J.A. Bayona,371,114,171,284,Geraldine Chaplin,6000,18996755,Drama|Thriller,Naomi Watts,The Impossible ,145270,7099,Oaklee Pendergast,0,christmas|resort|thailand|tourist|tsunami,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322,English,Spain,PG-13,45000000,2012,382,7.6,2.35,54000
Color,Jay Duplass,182,83,157,581,Evan Ross,2000,4244155,Comedy|Drama,Judy Greer,"Jeff, Who Lives at Home ",56005,3374,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,112,English,USA,R,10000000,2011,616,6.5,1.85
Color,Jay Duplass,182,83,157,581,Evan Ross,2000,4244155,Comedy|Drama,Judy Greer,"Jeff, Who Lives at Home ",56005,3374,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,112,English,USA,R,10000000,2011,616,6.5,1.85
Color,James L. Brooks,156,139,274,285,Yeardley Smith,625,147637474,Comedy|Drama|Romance,Lupe Ontiveros,As Good as It Gets ,224671,1474,Shirley Knight,0,dog|friendship|neighbor|unlikely friendship|writer,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,470,English,USA,PG-13,50000000,1997,440,7.7,1.85,11000
Color,James L. Brooks,124,131,274,138,Paz Vega,11000,42044321,Comedy|Drama|Romance,Adam Sandler,Spanglish��,65668,12522,Sarah Steele,2,chef|college|housekeeper|letter|mexico,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,English,USA,PG-13,80000000,2004,964,6.5,1.85,0
Color,James L. Brooks,156,139,274,285,Yeardley Smith,625,147637474,Comedy|Drama|Romance,Lupe Ontiveros,As Good as It Gets ,224671,1474,Shirley Knight,0,dog|friendship|neighbor|unlikely friendship|writer,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,470,English,USA,PG-13,50000000,1997,440,7.7,1.85,11000
Color,James L. Brooks,156,139,274,285,Yeardley Smith,625,147637474,Comedy|Drama|Romance,Lupe Ontiveros,As Good as It Gets ,224671,1474,Shirley Knight,0,dog|friendship|neighbor|unlikely friendship|writer,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,470,English,USA,PG-13,50000000,1997,440,7.7,1.85,11000
Color,James L. Brooks,124,131,274,138,Paz Vega,11000,42044321,Comedy|Drama|Romance,Adam Sandler,Spanglish��,65668,12522,Sarah Steele,2,chef|college|housekeeper|letter|mexico,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,English,USA,PG-13,80000000,2004,964,6.5,1.85,0
Color,James Foley,120,100,164,99,Al Pacino,18000,10725228,Crime|Drama|Mystery,Kevin Spacey,Glengarry Glen Ross ,75675,32288,Jude Ciccolella,1,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,365,English,USA,R,12500000,1992,14000,7.8,2.35,0
Color,James Foley,120,100,164,99,Al Pacino,18000,10725228,Crime|Drama|Mystery,Kevin Spacey,Glengarry Glen Ross ,75675,32288,Jude Ciccolella,1,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,365,English,USA,R,12500000,1992,14000,7.8,2.35,0
Color,Jason Bateman,126,89,0,322,Philip Baker Hall,628,7764027,Comedy|Drama,Beth Grant,Bad Words ,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,119,English,USA,R,10000000,2013,497,6.7,2.35,0
Color,Jason Bateman,126,89,0,322,Philip Baker Hall,628,7764027,Comedy|Drama,Beth Grant,Bad Words ,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,119,English,USA,R,10000000,2013,497,6.7,2.35,0
Color,Jean-Jacques Annaud,62,100,218,91,Everett McGill,581,,Adventure|Drama|History,Rae Dawn Chong,Quest for Fire ,16281,931,Gary Schwartz,0,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,96,None,Canada,R,12500000,1981,201,7.4,2.35,0
Color,Jean-Jacques Annaud,62,100,218,91,Everett McGill,581,,Adventure|Drama|History,Rae Dawn Chong,Quest for Fire ,16281,931,Gary Schwartz,0,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,96,None,Canada,R,12500000,1981,201,7.4,2.35,0
Color,Jean-Marie Poiré,61,84,8,219,Matt Ross,545,4777007,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just Visiting ,15130,1149,John Aylward,3,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98,English,France,PG-13,40000000,2001,248,5.8,2.35,5650
 Black and White,Jean-Pierre Jeunet,242,122,0,54,Jamel Debbouze,326,33201661,Comedy|Romance,Mathieu Kassovitz,Amélie ,534262,809,Isabelle Nanty,0,cheerfulness|female protagonist|garden gnome|magical realism|waitress,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314,French,France,R,77000000,2001,326,8.4,2.35,39000
Color,Jerry Jameson,32,119,5,249,Jason Robards,521,7000000,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,2933,1883,Anne Archer,0,military|mineral|ocean|ship|titanic,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,English,UK,PG,36000000,1980,372,4.7,2.35,328
Color,Jerry Zucker,53,134,109,249,Ben Cross,919,37600435,Action|Adventure|Romance|Thriller,Julia Ormond,First Knight��,55350,1695,John Gielgud,3,battle|king|king arthur|knight|marriage,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180,English,USA,PG-13,55000000,1995,303,5.9,1.85,0
Color,Jerry Zucker,53,134,109,249,Ben Cross,919,37600435,Action|Adventure|Romance|Thriller,Julia Ormond,First Knight��,55350,1695,John Gielgud,3,battle|king|king arthur|knight|marriage,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180,English,USA,PG-13,55000000,1995,303,5.9,1.85,0
Color,Jesse Dylan,94,95,58,3000,Will Ferrell,14000,52580895,Comedy|Family|Romance|Sport,Josh Hutcherson,Kicking & Screaming ,30255,27351,Robert Duvall,1,book|child|slapstick comedy|soccer|suburb,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,118,English,USA,PG,45000000,2005,8000,5.6,2.35,743
Color,Joshua Seftel,79,107,0,91,Sergej Trifunovic,603,578527,Action|Comedy|Thriller,Bashar Rahal,"War, Inc. ",20008,988,Ned Bellamy,3,assassin|corporation|pop star|reporter|satire,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,112,English,USA,R,10000000,2008,175,5.7,1.78
Color,Joshua Seftel,79,107,0,91,Sergej Trifunovic,603,578527,Action|Comedy|Thriller,Bashar Rahal,"War, Inc. ",20008,988,Ned Bellamy,3,assassin|corporation|pop star|reporter|satire,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,112,English,USA,R,10000000,2008,175,5.7,1.78
Color,Joel Zwick,59,93,38,631,Nick Zano,1000,48114556,Comedy|Family|Fantasy|Romance,Dania Ramirez,Fat Albert ,9380,4604,Alice Greczyn,1,animated sequence|junkyard|love|party|television,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,English,USA,PG,26000000,2004,641,4.3,2.35,531
 Black and White,John Cromwell,7,101,19,135,Mary Astor,490,,Adventure|Drama|Romance,David Niven,The Prisoner of Zenda ,3256,1166,Ronald Colman,2,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,English,USA,Approved,,1937,185,7.8,1.37,337
 Black and White,John Cromwell,7,101,19,135,Mary Astor,490,,Adventure|Drama|Romance,David Niven,The Prisoner of Zenda ,3256,1166,Ronald Colman,2,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,English,USA,Approved,,1937,185,7.8,1.37,337
Color,John Carpenter,40,99,0,402,Michael McKean,782,14358033,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,17365,2125,Patricia Heaton,2,accident|bar|chase|cia|laboratory,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66,English,USA,PG-13,40000000,1992,658,5.9,2.35,630
Color,John Curran,138,105,43,827,Milla Jovovich,22000,1796024,Drama|Thriller,Robert De Niro,Stone ,34985,37766,Frances Conroy,1,arsonist|blood splatter on face|deception|parole|parole officer,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,135,English,USA,R,22000000,2010,14000,5.4,2.35,0
Color,John Moore,114,113,212,568,Tony Curran,2000,21009180,Action|Adventure|Drama|Thriller,Dennis Quaid,Flight of the Phoenix��,45815,4397,Miranda Otto,4,captain|desert|rescue|stranded|survivor,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,English,USA,PG-13,45000000,2004,845,6.1,2.35,1000.3
Color,John Moore,114,113,212,568,Tony Curran,2000,21009180,Action|Adventure|Drama|Thriller,Dennis Quaid,Flight of the Phoenix��,45815,4397,Miranda Otto,4,captain|desert|rescue|stranded|survivor,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,English,USA,PG-13,45000000,2004,845,6.1,2.35,1000.3
Color,John McTiernan,104,135,323,495,Jeffrey Jones,826,122012643,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,143696,2575,Courtney B. Vance,1,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241,English,USA,PG,30000000,1990,692,7.6,2.35,0
Color,John McTiernan,104,135,323,495,Jeffrey Jones,826,122012643,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,143696,2575,Courtney B. Vance,1,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241,English,USA,PG,30000000,1990,692,7.6,2.35,0
Color,John McTiernan,104,135,323,495,Jeffrey Jones,826,122012643,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red October ,143696,2575,Courtney B. Vance,1,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241,English,USA,PG,30000000,1990,692,7.6,2.35,0
Color,John Putch,23,111,60,699,Diedrich Bader,823,3333823,Drama|Mystery|Sci-Fi,Robert Picardo,Atlas Shrugged II: The Strike ,5612,5262,Esai Morales,0,box office flop|critically bashed|government|industrialist|railroad,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,122,English,USA,PG-13,10000000,2012,759,5.5,2.35,0
Color,John Putch,23,111,60,699,Diedrich Bader,823,3333823,Drama|Mystery|Sci-Fi,Robert Picardo,Atlas Shrugged II: The Strike ,5612,5262,Esai Morales,0,box office flop|critically bashed|government|industrialist|railroad,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,122,English,USA,PG-13,10000000,2012,759,5.5,2.35,0
Color,John Turturro,36,119,0,54,Ben Gazzara,816,836641,Drama,Beverly D'Angelo,Illuminata ,1402,1585,George DiCenzo,0,critic|new york|new york city|playwright|theater critic,http://www.imdb.com/title/tt0120709/?ref_=fn_tt_tt_1,40,English,Spain,R,,1998,623,6.2,1.85,74
Color,John Turturro,36,119,0,54,Ben Gazzara,816,836641,Drama,Beverly D'Angelo,Illuminata ,1402,1585,George DiCenzo,0,critic|new york|new york city|playwright|theater critic,http://www.imdb.com/title/tt0120709/?ref_=fn_tt_tt_1,40,English,Spain,R,,1998,623,6.2,1.85,74
Color,John Whitesell,71,93,14,728,Jorge Garcia,2000,35092918,Comedy|Family,Matthew Broderick,Deck the Halls ,15740,5468,Alia Shawkat,0,christmas|december|holiday|massachusetts|neighbor,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,English,USA,PG,,2006,1000,4.9,1.85,1000
